N,P,K,ph,crop
86,15.0,47.0,6.423898762,watermelon
101,10.0,47.0,6.936997681,watermelon
119,9.0,50.0,6.251286661,watermelon
104,17.0,46.0,6.190015912000001,watermelon
95,12.0,51.0,6.681606702000001,watermelon
102,14.0,52.0,6.51075991,watermelon
109,21.0,55.0,6.770278088,watermelon
81,18.0,50.0,6.429788072999999,watermelon
103,17.0,51.0,6.209888345,watermelon
105,14.0,50.0,6.419052193,watermelon
97,8.0,52.0,6.237861736,watermelon
120,19.0,49.0,6.762471628999998,watermelon
95,16.0,55.0,6.612847999,watermelon
83,29.0,52.0,6.704688865,watermelon
83,9.0,45.0,6.049609892,watermelon
91,21.0,50.0,6.762030215,watermelon
116,5.0,54.0,6.65398725,watermelon
112,28.0,54.0,6.738030547,watermelon
88,29.0,51.0,6.095689937,watermelon
118,15.0,45.0,6.538006356,watermelon
92,21.0,48.0,6.377427122,watermelon
106,14.0,45.0,6.417011754,watermelon
99,5.0,47.0,6.649086972,watermelon
98,8.0,51.0,6.25933595,watermelon
108,22.0,46.0,6.121168559,watermelon
119,7.0,55.0,6.031424482,watermelon
117,27.0,48.0,6.835268183999999,watermelon
109,10.0,53.0,6.5517503060000015,watermelon
80,16.0,46.0,6.940236218,watermelon
100,18.0,52.0,6.87606733,watermelon
91,7.0,53.0,6.457216535,watermelon
86,6.0,53.0,6.921847887999999,watermelon
107,5.0,52.0,6.8814257460000015,watermelon
103,16.0,49.0,6.915717008,watermelon
101,20.0,48.0,6.206247493999999,watermelon
85,25.0,47.0,6.29542477,watermelon
84,7.0,51.0,6.399669044,watermelon
102,28.0,54.0,6.862157042000001,watermelon
98,25.0,52.0,6.224066378,watermelon
97,25.0,50.0,6.093814669,watermelon
90,16.0,45.0,6.291540277999999,watermelon
95,12.0,46.0,6.32281728,watermelon
82,23.0,49.0,6.873283991,watermelon
82,25.0,51.0,6.074209622000001,watermelon
110,28.0,46.0,6.49889585,watermelon
118,21.0,51.0,6.678805092,watermelon
120,20.0,45.0,6.114128685,watermelon
91,7.0,52.0,6.405054243,watermelon
81,6.0,55.0,6.110142735,watermelon
101,13.0,54.0,6.828982708,watermelon
101,17.0,55.0,6.451499763999999,watermelon
111,6.0,53.0,6.313512998999999,watermelon
107,10.0,49.0,6.755192025,watermelon
115,11.0,46.0,6.623167177000001,watermelon
84,25.0,52.0,6.12532356,watermelon
120,7.0,47.0,6.653867608,watermelon
91,12.0,46.0,6.343942518,watermelon
89,22.0,52.0,6.217300786,watermelon
113,19.0,46.0,6.286387658,watermelon
97,22.0,50.0,6.769893799999998,watermelon
117,30.0,50.0,6.744966312000001,watermelon
90,14.0,52.0,6.391858432,watermelon
104,23.0,47.0,6.770434148,watermelon
81,16.0,45.0,6.727468157000001,watermelon
88,5.0,47.0,6.662244646,watermelon
92,7.0,45.0,6.944640222,watermelon
81,18.0,50.0,6.507110986,watermelon
111,5.0,55.0,6.520663422,watermelon
108,23.0,51.0,6.106500787000001,watermelon
113,30.0,50.0,6.277484042999999,watermelon
83,10.0,53.0,6.195142279,watermelon
101,11.0,51.0,6.792035575,watermelon
114,21.0,55.0,6.472756256,watermelon
99,6.0,45.0,6.000975617000001,watermelon
92,20.0,55.0,6.5877912620000005,watermelon
92,7.0,48.0,6.956508826,watermelon
91,24.0,55.0,6.259086582999999,watermelon
110,21.0,54.0,6.747537642,watermelon
112,25.0,51.0,6.932537231,watermelon
89,25.0,54.0,6.353107392999999,watermelon
100,10.0,53.0,6.211748957,watermelon
83,22.0,54.0,6.277245253999999,watermelon
95,14.0,50.0,6.560443519,watermelon
119,30.0,49.0,6.903020221,watermelon
97,12.0,47.0,6.765094963999998,watermelon
110,7.0,45.0,6.189213927000001,watermelon
96,18.0,50.0,6.904241707000001,watermelon
83,23.0,55.0,6.463271076,watermelon
120,24.0,47.0,6.260838965,watermelon
115,17.0,55.0,6.776533055,muskmelon
114,27.0,48.0,6.528404377999999,muskmelon
101,25.0,52.0,6.750145572,muskmelon
118,18.0,52.0,6.562832807,muskmelon
95,26.0,45.0,6.117530021,muskmelon
81,25.0,49.0,6.076459669,muskmelon
117,24.0,53.0,6.293486295,muskmelon
114,30.0,51.0,6.069171847000001,muskmelon
113,6.0,52.0,6.740983646,muskmelon
108,26.0,52.0,6.201797639,muskmelon
81,30.0,48.0,6.041027474,muskmelon
115,9.0,52.0,6.019372459,muskmelon
83,7.0,45.0,6.704104127000001,muskmelon
84,21.0,55.0,6.494251024,muskmelon
109,26.0,45.0,6.224535448999998,muskmelon
95,27.0,55.0,6.160414414,muskmelon
119,5.0,55.0,6.168757984,muskmelon
110,14.0,51.0,6.085444691,muskmelon
82,18.0,48.0,6.1590508160000015,muskmelon
87,14.0,48.0,6.606033244,muskmelon
85,9.0,53.0,6.447662945,muskmelon
100,6.0,53.0,6.105909623,muskmelon
107,12.0,46.0,6.559763394,muskmelon
91,13.0,47.0,6.14410903,muskmelon
102,25.0,50.0,6.099662369,muskmelon
117,25.0,53.0,6.413927319,muskmelon
85,21.0,52.0,6.0751441160000015,muskmelon
104,25.0,55.0,6.123802502,muskmelon
102,24.0,54.0,6.698468621,muskmelon
116,25.0,50.0,6.088885814,muskmelon
100,17.0,48.0,6.367800632000001,muskmelon
110,25.0,54.0,6.425930938,muskmelon
104,25.0,51.0,6.469983276000002,muskmelon
107,11.0,54.0,6.094016337999999,muskmelon
98,26.0,52.0,6.150090898999999,muskmelon
88,17.0,52.0,6.646962425,muskmelon
87,25.0,46.0,6.379690748,muskmelon
120,8.0,46.0,6.732834334,muskmelon
95,13.0,46.0,6.126019932,muskmelon
108,22.0,47.0,6.161123579,muskmelon
82,13.0,52.0,6.442810053,muskmelon
120,23.0,55.0,6.732049075,muskmelon
110,22.0,47.0,6.243673725,muskmelon
95,23.0,45.0,6.266208727,muskmelon
106,10.0,49.0,6.350623739,muskmelon
99,12.0,52.0,6.002927293,muskmelon
106,20.0,51.0,6.342573112,muskmelon
83,11.0,53.0,6.163921247999999,muskmelon
117,19.0,55.0,6.121745389,muskmelon
98,26.0,49.0,6.130160472999999,muskmelon
113,20.0,48.0,6.440584681,muskmelon
101,17.0,47.0,6.185053234,muskmelon
98,7.0,45.0,6.157724816,muskmelon
93,22.0,48.0,6.776987974,muskmelon
95,21.0,47.0,6.431970877,muskmelon
109,12.0,48.0,6.708743843,muskmelon
118,12.0,47.0,6.010739645,muskmelon
100,14.0,49.0,6.365956657999999,muskmelon
89,9.0,47.0,6.6683827660000015,muskmelon
95,16.0,46.0,6.74669542,muskmelon
95,7.0,45.0,6.031665834,muskmelon
87,6.0,45.0,6.40077205,muskmelon
93,20.0,50.0,6.448792688999999,muskmelon
84,29.0,49.0,6.251420275,muskmelon
111,5.0,47.0,6.2744528110000015,muskmelon
111,5.0,52.0,6.135996372,muskmelon
111,15.0,54.0,6.194090172,muskmelon
89,11.0,47.0,6.327822962000001,muskmelon
110,15.0,48.0,6.2125672110000005,muskmelon
95,30.0,52.0,6.640470862999999,muskmelon
115,12.0,52.0,6.685553129,muskmelon
120,25.0,50.0,6.327210469,muskmelon
102,11.0,45.0,6.35544263,muskmelon
94,5.0,55.0,6.085682343999999,muskmelon
84,18.0,46.0,6.781050372999999,muskmelon
107,22.0,54.0,6.630301421,muskmelon
80,18.0,52.0,6.484799661,muskmelon
86,18.0,45.0,6.566759102000001,muskmelon
113,28.0,48.0,6.170520517999999,muskmelon
115,18.0,53.0,6.0124803510000016,muskmelon
82,20.0,54.0,6.541150335,muskmelon
98,22.0,47.0,6.341400922,muskmelon
117,25.0,54.0,6.150686363999999,muskmelon
83,15.0,49.0,6.438008152999999,muskmelon
120,16.0,51.0,6.547041902999999,muskmelon
111,5.0,50.0,6.399891457000001,muskmelon
85,21.0,47.0,6.186770318,muskmelon
90,23.0,54.0,6.159020864,muskmelon
99,29.0,55.0,6.660954816,muskmelon
102,11.0,47.0,6.504906978999999,muskmelon
80,18.0,51.0,6.706053225,muskmelon
87,21.0,52.0,6.067665497999999,muskmelon
114,8.0,52.0,6.419083092,muskmelon
99,6.0,46.0,6.39637861,muskmelon
89,25.0,50.0,6.375923383,muskmelon
96,13.0,55.0,6.700337732,muskmelon
82,26.0,47.0,6.565312652999999,muskmelon
106,21.0,52.0,6.286515359,muskmelon
90,15.0,52.0,6.448061578,muskmelon
106,16.0,54.0,6.585872508,muskmelon
24,128.0,32.0,5.521466996,apple
7,51.0,32.0,6.133220586,apple
14,128.0,32.0,6.226289556,apple
8,120.0,32.0,6.321152192,apple
20,51.0,32.0,5.587905967,apple
32,51.0,32.0,5.824151692999999,apple
27,51.0,32.0,5.7721799460000005,apple
0,123.0,32.0,5.790993052,apple
22,51.0,32.0,6.4992268210000015,apple
1,124.0,32.0,5.658473817000001,apple
30,122.0,32.0,5.573241391,apple
29,121.0,32.0,6.079497202000001,apple
13,126.0,32.0,6.3831802710000005,apple
9,51.0,32.0,5.867420996,apple
0,51.0,32.0,5.708418722,apple
30,51.0,32.0,5.7983508000000015,apple
36,51.0,32.0,6.28188384,apple
37,51.0,32.0,5.697945522,apple
33,121.0,32.0,5.6059340870000005,apple
7,51.0,32.0,5.85648105,apple
35,128.0,32.0,6.041053829,apple
29,128.0,32.0,5.685062404,apple
2,51.0,32.0,5.669489065,apple
34,51.0,32.0,5.751707342,apple
29,51.0,32.0,5.800448951,apple
32,51.0,32.0,5.821347769,apple
13,51.0,32.0,6.28022267,apple
25,51.0,32.0,6.027314401,apple
9,51.0,32.0,5.636687393,apple
6,51.0,32.0,5.559363609,apple
37,126.0,32.0,5.596449493,apple
2,120.0,32.0,5.893492998999999,apple
11,51.0,32.0,5.875718516,apple
10,51.0,32.0,6.386021424,apple
24,51.0,32.0,5.710819862,apple
23,51.0,32.0,5.7959857160000015,apple
18,125.0,32.0,6.046673619,apple
13,121.0,32.0,6.443382913,apple
26,122.0,32.0,5.617227184,apple
28,123.0,32.0,6.442289294,apple
26,121.0,32.0,6.162034371,apple
21,51.0,32.0,5.812781806,apple
21,51.0,32.0,5.7650151260000015,apple
5,51.0,32.0,6.184922574,apple
2,123.0,32.0,5.739652177000001,apple
15,51.0,32.0,5.8247786360000005,apple
31,51.0,32.0,5.554823557000001,apple
25,51.0,32.0,6.024248787,apple
16,51.0,32.0,5.631333387000001,apple
19,122.0,32.0,5.811975094,apple
10,125.0,32.0,5.730557448,apple
20,51.0,32.0,5.66999105,apple
28,123.0,32.0,5.682751473,apple
28,51.0,32.0,6.245858905,apple
2,51.0,32.0,6.017370134,apple
2,51.0,32.0,5.53456749,apple
27,51.0,32.0,5.952367662,apple
30,127.0,32.0,6.126436584,apple
32,51.0,32.0,6.406818518,apple
29,51.0,32.0,6.155939452999999,apple
26,126.0,32.0,5.878568981,apple
40,51.0,32.0,5.935336307999999,apple
6,124.0,32.0,5.971332179,apple
35,51.0,32.0,5.67130617,apple
17,51.0,32.0,5.882155987999999,apple
33,51.0,32.0,6.08551916,apple
16,51.0,32.0,5.90402645,apple
27,120.0,32.0,6.1102188260000005,apple
29,51.0,32.0,6.212302608,apple
3,51.0,32.0,6.142803397000001,apple
15,123.0,32.0,6.365972687999999,apple
5,51.0,32.0,6.264202804,apple
10,51.0,32.0,6.276198595,apple
7,51.0,32.0,5.514253142,apple
2,51.0,32.0,5.682343744,apple
29,51.0,32.0,5.830892252000001,apple
30,51.0,32.0,5.603413172000001,apple
29,51.0,32.0,6.0967531,apple
14,51.0,32.0,6.056529526,apple
18,125.0,32.0,6.160267496,apple
33,51.0,32.0,5.814434775,apple
40,51.0,32.0,5.987262638,apple
9,51.0,32.0,5.570020684,apple
38,51.0,32.0,5.9655513110000005,apple
28,51.0,32.0,6.062356467000001,apple
35,51.0,32.0,5.895319002000001,apple
12,51.0,32.0,6.119432215,apple
1,51.0,32.0,5.624203283,apple
0,51.0,32.0,5.52078314,apple
31,121.0,32.0,5.731535257999999,apple
35,51.0,32.0,5.893490899,apple
29,51.0,32.0,5.560521058,apple
33,51.0,32.0,6.222390797999999,apple
14,51.0,32.0,6.071255131,apple
35,51.0,32.0,6.231950009,apple
40,120.0,32.0,5.889480679,apple
25,51.0,32.0,5.732757516,apple
31,51.0,32.0,6.400321212000001,apple
36,51.0,32.0,6.496934492,apple
10,51.0,32.0,6.229498836,apple
22,30.0,12.0,6.354006743999999,orange
37,6.0,13.0,7.511755067999999,orange
27,13.0,6.0,7.335158382,orange
7,16.0,9.0,7.813916602999999,orange
20,7.0,9.0,7.1291369410000005,orange
26,27.0,10.0,6.079998496,orange
5,23.0,15.0,7.408939392000001,orange
0,18.0,14.0,7.207991261,orange
39,24.0,14.0,7.189259647,orange
13,23.0,6.0,7.365338111,orange
21,17.0,15.0,7.455991072000001,orange
33,12.0,8.0,6.822282114,orange
6,9.0,12.0,7.028746406000002,orange
19,7.0,10.0,6.118430299,orange
24,18.0,6.0,6.285312759,orange
9,11.0,8.0,6.559236744,orange
31,8.0,7.0,7.163245982,orange
22,17.0,5.0,6.945562889,orange
13,5.0,8.0,7.474710503,orange
16,8.0,9.0,7.601189842999999,orange
4,13.0,6.0,7.5611432239999985,orange
0,25.0,14.0,6.361671475,orange
8,7.0,10.0,6.929216014,orange
4,23.0,5.0,7.477935216,orange
33,14.0,8.0,7.684420446,orange
30,7.0,15.0,7.825531916,orange
21,29.0,12.0,6.438668989,orange
11,14.0,5.0,6.946354724,orange
9,8.0,15.0,7.994465371,orange
5,18.0,14.0,7.434118807000001,orange
29,25.0,14.0,7.781988584,orange
33,12.0,15.0,6.052318465,orange
8,16.0,6.0,7.106650373,orange
15,14.0,8.0,6.22094286,orange
16,7.0,8.0,6.420457311,orange
0,12.0,7.0,6.969249676,orange
5,25.0,6.0,6.0113021810000005,orange
6,8.0,11.0,6.600948787999999,orange
10,5.0,5.0,7.817846496,orange
1,17.0,6.0,6.8198271,orange
1,30.0,10.0,7.291405641,orange
0,23.0,15.0,7.598729065,orange
24,27.0,9.0,6.157135092000001,orange
36,11.0,13.0,7.1917274,orange
40,21.0,8.0,7.418761774,orange
40,22.0,6.0,6.488221135,orange
32,18.0,13.0,6.044167236,orange
9,10.0,10.0,6.010391864,orange
13,16.0,8.0,6.949838549,orange
15,9.0,11.0,7.907956251,orange
29,11.0,5.0,7.639788459,orange
1,15.0,9.0,7.53350946,orange
18,5.0,11.0,6.251586885,orange
14,22.0,9.0,6.543191814,orange
33,15.0,7.0,7.651225301,orange
4,6.0,7.0,6.708889665,orange
17,16.0,14.0,6.625538653,orange
12,20.0,10.0,6.528354932,orange
34,29.0,8.0,6.450640306,orange
39,28.0,10.0,7.181907673,orange
31,25.0,12.0,7.016482298,orange
12,6.0,8.0,6.388617138,orange
12,29.0,13.0,7.57125447,orange
26,11.0,11.0,7.609348255,orange
19,24.0,15.0,7.137136973,orange
39,21.0,9.0,6.354022554,orange
16,29.0,13.0,6.196907944,orange
36,29.0,13.0,7.829507245,orange
37,23.0,12.0,6.395258356,orange
39,9.0,15.0,7.992041984,orange
31,5.0,14.0,6.583411671,orange
18,12.0,8.0,6.206053072,orange
20,20.0,10.0,6.976997772000001,orange
5,8.0,5.0,6.562594972,orange
20,8.0,12.0,7.260416405,orange
25,21.0,11.0,6.460044777999999,orange
14,19.0,14.0,6.699164936,orange
37,18.0,12.0,7.401121811,orange
26,15.0,6.0,6.912033409,orange
13,22.0,5.0,7.764040111,orange
32,25.0,9.0,7.796034006,orange
19,7.0,9.0,6.969883482999999,orange
28,7.0,9.0,6.730757538,orange
24,30.0,11.0,6.601395755,orange
7,17.0,10.0,6.465913274,orange
18,23.0,8.0,6.41354791,orange
7,20.0,12.0,6.475275337,orange
20,23.0,11.0,6.407715561,orange
18,14.0,11.0,6.550814117000001,orange
34,11.0,10.0,7.36220835,orange
20,29.0,10.0,7.36549204,orange
37,24.0,13.0,7.8546243,orange
12,8.0,10.0,7.995848977,orange
34,10.0,14.0,6.725600855,orange
6,13.0,9.0,7.786725333,orange
27,30.0,5.0,7.656978112000001,orange
13,8.0,12.0,7.105904818,orange
6,7.0,7.0,7.199106204,orange
40,17.0,15.0,7.871063004,orange
31,26.0,9.0,7.566165721,orange
61,68.0,50.0,6.7932454170000005,papaya
58,46.0,45.0,6.576261427,papaya
45,47.0,55.0,6.751452932,papaya
39,65.0,53.0,6.560743092999999,papaya
31,68.0,45.0,6.938313356,papaya
70,68.0,45.0,6.991626158,papaya
68,62.0,50.0,6.977700268,papaya
34,65.0,47.0,6.833768535,papaya
38,68.0,54.0,6.739170045,papaya
69,64.0,47.0,6.993473247000001,papaya
58,51.0,47.0,6.757470637000001,papaya
59,47.0,53.0,6.8506632320000005,papaya
44,64.0,54.0,6.74274935,papaya
56,57.0,48.0,6.506120752,papaya
69,60.0,54.0,6.98992719,papaya
56,58.0,49.0,6.69215564,papaya
49,55.0,53.0,6.544029776,papaya
38,51.0,52.0,6.927803911,papaya
54,65.0,47.0,6.721835879,papaya
57,57.0,51.0,6.99223441,papaya
39,52.0,53.0,6.704204398,papaya
58,67.0,45.0,6.702424548,papaya
61,64.0,52.0,6.641098708,papaya
34,62.0,55.0,6.585346229,papaya
31,48.0,45.0,6.563134737,papaya
47,46.0,52.0,6.502289472999999,papaya
32,68.0,52.0,6.800321319,papaya
36,59.0,46.0,6.721130542999999,papaya
61,51.0,51.0,6.574677594,papaya
70,54.0,46.0,6.919342407,papaya
44,56.0,49.0,6.519779582999999,papaya
34,68.0,51.0,6.687088097999999,papaya
50,59.0,47.0,6.747975732,papaya
39,70.0,52.0,6.65149129,papaya
34,61.0,49.0,6.502675132,papaya
44,60.0,55.0,6.825371185,papaya
31,62.0,52.0,6.99104104,papaya
65,62.0,51.0,6.5116248410000015,papaya
44,57.0,53.0,6.93172108,papaya
50,47.0,48.0,6.712772332999999,papaya
43,50.0,48.0,6.63016515,papaya
60,46.0,53.0,6.761953186,papaya
70,68.0,55.0,6.691202286,papaya
59,62.0,52.0,6.608667683999999,papaya
60,58.0,51.0,6.840802254,papaya
42,60.0,47.0,6.834808347999999,papaya
35,66.0,47.0,6.953439161,papaya
34,65.0,48.0,6.665024507999999,papaya
36,54.0,46.0,6.662875839,papaya
39,64.0,52.0,6.678695788,papaya
37,52.0,47.0,6.54277684,papaya
33,47.0,46.0,6.839443833,papaya
34,48.0,48.0,6.805277038,papaya
49,54.0,50.0,6.762522087000001,papaya
40,65.0,49.0,6.678449317999999,papaya
68,52.0,49.0,6.577192175,papaya
50,46.0,52.0,6.734005647999999,papaya
65,63.0,50.0,6.524459342,papaya
40,49.0,47.0,6.501521192,papaya
42,53.0,48.0,6.758479569,papaya
49,55.0,51.0,6.676578778,papaya
59,62.0,49.0,6.941496806,papaya
63,58.0,47.0,6.864143752,papaya
70,65.0,52.0,6.583528529,papaya
63,50.0,52.0,6.751747609,papaya
40,64.0,47.0,6.893509446,papaya
63,58.0,50.0,6.720744449,papaya
45,58.0,49.0,6.827812549,papaya
66,69.0,47.0,6.912299695,papaya
54,67.0,52.0,6.586107335,papaya
69,67.0,52.0,6.827305908,papaya
67,68.0,49.0,6.821774589,papaya
45,57.0,47.0,6.656458831,papaya
56,50.0,52.0,6.770384816,papaya
70,50.0,53.0,6.933809742999999,papaya
44,47.0,45.0,6.579441304,papaya
50,60.0,47.0,6.92791761,papaya
52,51.0,53.0,6.985804083,papaya
35,68.0,45.0,6.612429546,papaya
68,69.0,52.0,6.813383387000001,papaya
32,55.0,52.0,6.967759599999999,papaya
32,55.0,51.0,6.57398033,papaya
48,62.0,47.0,6.803094965,papaya
39,69.0,53.0,6.964955435,papaya
49,61.0,45.0,6.764213299,papaya
48,57.0,54.0,6.617703177999999,papaya
69,66.0,49.0,6.52711001,papaya
53,55.0,55.0,6.709668804,papaya
38,61.0,52.0,6.620729882000001,papaya
57,64.0,55.0,6.583760498999999,papaya
51,57.0,55.0,6.6764073370000006,papaya
56,65.0,45.0,6.751298936,papaya
54,66.0,52.0,6.867554147000001,papaya
58,55.0,47.0,6.7424900270000006,papaya
68,70.0,54.0,6.986228647000001,papaya
42,59.0,55.0,6.979102243,papaya
43,64.0,47.0,6.8256647820000005,papaya
35,67.0,49.0,6.617066674,papaya
56,59.0,55.0,6.551892637999999,papaya
39,64.0,53.0,6.598860305,papaya
18,30.0,29.0,6.4200187170000005,coconut
37,23.0,28.0,5.7400545670000005,coconut
13,28.0,33.0,5.686972967000001,coconut
2,21.0,35.0,6.293662362999999,coconut
10,18.0,35.0,6.381975465,coconut
7,11.0,32.0,5.542169138999999,coconut
39,5.0,31.0,5.551963184,coconut
34,6.0,27.0,5.8607404810000014,coconut
31,30.0,29.0,5.558807063,coconut
25,7.0,35.0,5.55771171,coconut
16,18.0,26.0,5.568365926,coconut
26,10.0,33.0,6.07071786,coconut
27,8.0,32.0,5.627860548999998,coconut
37,18.0,30.0,6.38488418,coconut
19,15.0,34.0,5.6858890660000005,coconut
0,19.0,33.0,6.234458417000001,coconut
31,20.0,26.0,6.443168642000001,coconut
9,17.0,32.0,5.842317989,coconut
22,11.0,29.0,5.955742971,coconut
31,6.0,26.0,5.741367375,coconut
34,6.0,30.0,5.948342571,coconut
24,6.0,32.0,6.387067562,coconut
1,8.0,26.0,5.562911913,coconut
31,13.0,33.0,5.85971872,coconut
10,9.0,28.0,6.282955072999999,coconut
36,27.0,26.0,6.25449571,coconut
38,24.0,33.0,5.973853124,coconut
11,6.0,25.0,6.081568052000001,coconut
16,14.0,30.0,6.37466756,coconut
33,14.0,35.0,6.027707171,coconut
16,6.0,29.0,5.868285082000001,coconut
32,11.0,31.0,6.205931637999999,coconut
38,14.0,30.0,5.5707453860000005,coconut
8,6.0,33.0,6.095261012999999,coconut
23,6.0,33.0,6.025789594,coconut
29,25.0,35.0,5.542873799,coconut
24,14.0,33.0,6.366219551,coconut
32,12.0,30.0,5.579845008,coconut
30,25.0,31.0,5.804965067,coconut
14,21.0,35.0,6.121005506,coconut
27,22.0,29.0,6.000248647,coconut
40,5.0,29.0,5.820978791,coconut
17,11.0,32.0,5.620733794,coconut
30,30.0,35.0,6.001936419,coconut
28,10.0,30.0,6.305740522000001,coconut
39,7.0,29.0,6.362544111,coconut
32,20.0,35.0,5.588655387,coconut
7,15.0,32.0,6.182232762000001,coconut
29,17.0,29.0,5.959493188,coconut
34,15.0,34.0,5.677282677999999,coconut
14,23.0,25.0,5.6121227970000005,coconut
18,19.0,29.0,6.206077742000001,coconut
7,21.0,35.0,5.764812076,coconut
24,27.0,34.0,6.203376525,coconut
39,29.0,29.0,6.143662699,coconut
29,8.0,28.0,6.100429497,coconut
10,24.0,27.0,5.7084096010000005,coconut
0,29.0,32.0,5.868255858,coconut
32,11.0,31.0,6.461225827000001,coconut
37,10.0,32.0,6.165084855,coconut
20,29.0,27.0,6.047044342,coconut
31,29.0,35.0,6.137102505,coconut
17,30.0,27.0,5.894027065,coconut
1,12.0,30.0,5.56222383,coconut
6,13.0,29.0,5.832608027999999,coconut
15,28.0,32.0,6.2185718739999984,coconut
27,24.0,29.0,6.142010637,coconut
3,23.0,30.0,6.078807239,coconut
8,26.0,26.0,5.702484758,coconut
20,28.0,26.0,5.547594847,coconut
26,18.0,27.0,5.836075368,coconut
1,6.0,35.0,6.231662767,coconut
27,30.0,31.0,5.718120393,coconut
23,7.0,34.0,5.852038202,coconut
0,26.0,31.0,5.547933273,coconut
38,6.0,25.0,6.156259104,coconut
25,12.0,26.0,6.436314406,coconut
40,5.0,32.0,5.981169595,coconut
0,19.0,31.0,6.271952832999999,coconut
26,9.0,32.0,6.470465614,coconut
35,30.0,34.0,6.141502001,coconut
19,30.0,30.0,5.826381164,coconut
31,13.0,33.0,6.342463714,coconut
17,29.0,26.0,6.071897347,coconut
2,30.0,30.0,6.331051715,coconut
30,13.0,25.0,6.413184638,coconut
8,15.0,33.0,5.50158009,coconut
18,12.0,35.0,6.338720873,coconut
8,28.0,30.0,6.015672239,coconut
40,22.0,29.0,5.735364307,coconut
27,10.0,33.0,6.465906333,coconut
21,20.0,31.0,5.855457599,coconut
3,9.0,35.0,6.318552972999999,coconut
22,16.0,27.0,6.006784979,coconut
27,8.0,30.0,6.008386282999999,coconut
22,8.0,33.0,5.665785202,coconut
28,27.0,32.0,5.764615485,coconut
23,21.0,26.0,5.901495543999999,coconut
37,5.0,34.0,5.779032666,coconut
19,26.0,29.0,5.67154928,coconut
133,47.0,24.0,7.231324765,cotton
136,36.0,20.0,6.925412377000001,cotton
104,47.0,18.0,7.633437412,cotton
133,47.0,23.0,6.827354668,cotton
126,38.0,23.0,6.176716425,cotton
126,50.0,19.0,6.6287228360000015,cotton
113,41.0,20.0,7.256877571,cotton
121,45.0,22.0,6.443785385,cotton
121,47.0,16.0,7.7232401510000015,cotton
129,60.0,22.0,5.947448589,cotton
107,45.0,25.0,7.2277455160000015,cotton
122,59.0,18.0,6.219469084,cotton
140,38.0,15.0,6.021439523,cotton
102,49.0,21.0,6.253343655,cotton
111,40.0,25.0,6.187455798999999,cotton
131,35.0,18.0,7.0576933660000005,cotton
135,43.0,16.0,6.720449769,cotton
100,46.0,18.0,6.4316895060000006,cotton
123,39.0,24.0,7.453106264,cotton
117,56.0,15.0,7.368258226,cotton
121,36.0,24.0,7.352401887,cotton
101,58.0,18.0,6.652143699,cotton
107,42.0,24.0,6.144631795,cotton
100,41.0,22.0,7.318802162000001,cotton
125,39.0,21.0,7.954629324,cotton
105,60.0,23.0,6.207652157,cotton
102,46.0,19.0,6.631005298,cotton
131,49.0,22.0,7.306918817000001,cotton
139,35.0,15.0,5.898293044,cotton
108,36.0,19.0,7.238566893,cotton
118,45.0,23.0,7.977651226,cotton
107,51.0,22.0,5.983075895,cotton
125,60.0,17.0,6.785723961,cotton
113,37.0,20.0,7.393441155,cotton
131,52.0,16.0,6.486068274,cotton
115,48.0,16.0,7.175934962,cotton
113,38.0,25.0,7.388265887999999,cotton
111,41.0,18.0,6.10539819,cotton
111,53.0,19.0,6.419536555,cotton
122,48.0,16.0,6.307585854,cotton
108,46.0,17.0,6.93221485,cotton
132,41.0,22.0,7.810865753,cotton
103,42.0,17.0,6.527541661,cotton
133,50.0,25.0,7.569454601,cotton
127,37.0,18.0,7.041065585,cotton
110,39.0,25.0,7.208795456,cotton
131,38.0,19.0,6.814341946,cotton
108,38.0,24.0,7.442217061,cotton
122,40.0,17.0,6.854558957,cotton
111,50.0,15.0,7.884550475,cotton
140,40.0,17.0,6.006085786,cotton
100,40.0,20.0,7.432043735,cotton
123,50.0,16.0,6.498052108,cotton
107,36.0,21.0,6.205263534,cotton
118,50.0,19.0,6.360812227,cotton
103,51.0,20.0,7.0466074339999984,cotton
133,57.0,19.0,7.947011366,cotton
129,47.0,20.0,6.281913857999999,cotton
116,52.0,19.0,6.114525877,cotton
114,40.0,23.0,6.7539780610000015,cotton
131,60.0,17.0,7.4250413160000015,cotton
107,43.0,18.0,6.745104394,cotton
123,44.0,21.0,7.6411165689999985,cotton
112,49.0,25.0,6.470135478,cotton
119,44.0,15.0,7.091992365,cotton
130,59.0,19.0,6.520403794,cotton
127,53.0,24.0,6.127939627999999,cotton
134,52.0,18.0,7.994679507000001,cotton
109,36.0,18.0,7.524707577,cotton
100,48.0,17.0,7.827877817999999,cotton
132,52.0,19.0,6.436691764,cotton
102,37.0,25.0,5.907930899,cotton
111,39.0,22.0,6.135025006,cotton
117,51.0,15.0,6.044556594,cotton
136,36.0,24.0,7.59781958,cotton
134,56.0,18.0,6.691268104,cotton
112,54.0,15.0,6.1754923060000015,cotton
105,56.0,15.0,7.272316208999999,cotton
140,45.0,15.0,5.801047545,cotton
126,46.0,25.0,6.757457943,cotton
106,49.0,24.0,6.983395572999999,cotton
121,53.0,19.0,7.976889497999999,cotton
108,60.0,17.0,6.558902588,cotton
116,56.0,17.0,7.979090365,cotton
